SIN(s),SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE,CONTRACT END DATE
132-51,Project Manager,Bachelor’s,5 years,Hour,$135.42 ,GS-35F-466CA,"DYNAMIC CONSULTING, LLC",S,IT Schedule 70,Customer,1,8/14/15,8/13/20
132-51,Project Manager,Bachelor’s,6 years,Hour,$135.42 ,GS-35F-466CA,"DYNAMIC CONSULTING, LLC",S,IT Schedule 70,Customer,1,8/14/15,8/13/20
132-51,Project Manager-CONUS,Bachelor’s,8,Hour,$158.93 ,GS-35F-467CA,"LHS PRODUCTIONS, INC.",S,IT Schedule 70,Customer,1,8/14/15,8/13/20
132-51,Software Production Specialist 3,Bachelor’s,7,Hour,$213.51 ,GS-35F-467CA,"LHS PRODUCTIONS, INC.",S,IT Schedule 70,Customer,1,8/14/15,8/13/20
132-51,Software Production Specialist 2,Bachelor’s,4,Hour,$190.92 ,GS-35F-467CA,"LHS PRODUCTIONS, INC.",S,IT Schedule 70,Customer,1,8/14/15,8/13/20
132-51,Software Production Specialist 1,Bachelor’s,5,Hour,$151.95 ,GS-35F-467CA,"LHS PRODUCTIONS, INC.",S,IT Schedule 70,Customer,1,8/14/15,8/13/20
132-51,Database Engineer,Bachelor’s,4,Hour,$173.12 ,GS-35F-467CA,"LHS PRODUCTIONS, INC.",S,IT Schedule 70,Customer,1,8/14/15,8/13/20
132-51,System Administrator Level 3,Bachelor’s,5,Hour,$182.06 ,GS-35F-467CA,"LHS PRODUCTIONS, INC.",S,IT Schedule 70,Customer,1,8/14/15,8/13/20
132-51,System Administrator Level 2,Bachelor’s,4,Hour,$173.11 ,GS-35F-467CA,"LHS PRODUCTIONS, INC.",S,IT Schedule 70,Customer,1,8/14/15,8/13/20
132-51,System Administrator Level 1,Bachelor’s,2,Hour,$163.30 ,GS-35F-467CA,"LHS PRODUCTIONS, INC.",S,IT Schedule 70,Customer,1,8/14/15,8/13/20
132-51,Project Manager IV,Bachelors,4,Hour,$244.33 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Project Manager III,Bachelors,3,Hour,$205.24 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Project Manager II,Bachelors,2,Hour,$185.69 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Project Manager I,Bachelors,1,Hour,$146.60 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Functional Solution Architect II,Bachelors,6,Hour,$254.11 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Functional Solution Architect I,Bachelors,5,Hour,$219.90 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Functional Consultant IV,Bachelors,4,Hour,$205.24 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Functional Consultant III,Bachelors,3,Hour,$185.69 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Functional Consultant II,Bachelors,2,Hour,$161.26 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Functional Consultant I,Bachelors,1,Hour,$122.17 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Technical Solution Architect II,Bachelors,6,Hour,$254.11 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Technical Solution Architect I,Bachelors,5,Hour,$219.90 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Technical Consultant IV,Bachelors,4,Hour,$205.24 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Technical Consultant III,Bachelors,3,Hour,$186.67 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Technical Consultant II,Bachelors,2,Hour,$161.26 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Technical Consultant I,Bachelors,1,Hour,$122.17 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Project Coordinator I,Bachelors,1,Hour,$97.73 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Infrastructure Consultant IV,Bachelors,4,Hour,$219.90 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Infrastructure Consultant III,Bachelors,3,Hour,$185.69 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Infrastructure Consultant II,Bachelors,2,Hour,$171.03 ,GS-35F-499CA,"AKA ENTERPRISE SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,9/17/15,9/16/20
132-51,Program Manager I,Bachelors,3,Hour,$65.18 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Program Manager II,Bachelors,8,Hour,$93.74 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Program Manager III,Bachelors,12,Hour,$143.21 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,IT Tech Advisor I,Bachelors,6,Hour,$107.36 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,IT Tech Advisor II,Bachelors,8,Hour,$130.24 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,IT Tech Advisor III,Bachelors,10,Hour,$170.56 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,IT Tech Advisor IV,Bachelors,12,Hour,$194.51 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Network Engineer I,Bachelors,0,Hour,$51.82 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Network Engineer IV,Bachelors,7,Hour,$81.85 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Systems Administrator I,Bachelors,0,Hour,$55.05 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Systems Administrator II,Bachelors,3,Hour,$62.75 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Systems Administrator IV,Bachelors,7,Hour,$77.85 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Business Process Consultant,Bachelors,10,Hour,$161.94 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Chief Engineer,Bachelors,10,Hour,$146.85 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,IT Security Specialist II,Bachelors,4,Hour,$95.27 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,IT Security Specialist IV,Bachelors,8,Hour,$119.10 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,GIS Specialist IV,Bachelors,6,Hour,$92.68 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Applications Developer I,Bachelors,2,Hour,$62.06 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Applications Developer II,Bachelors,4,Hour,$79.43 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Applications Developer IV,Bachelors,8,Hour,$108.91 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Network Engineer II,Bachelors,3,Hour,$69.09 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Help Desk Specialist II,Bachelors,2,Hour,$42.81 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Help Desk Specialist III,Bachelors,4,Hour,$54.53 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Help Desk Specialist IV,Bachelors,5,Hour,$66.12 ,GS-35F-007DA,CAELUM RESEARCH CORPORATION,S,IT Schedule 70,Both,2,10/1/15,9/30/20
132-51,Advisor,Masters,10,Hour,$149.62 ,GS-35F-010DA,"CREATIVE BUSINESS SOLUTIONS, INC.",S,IT Schedule 70,,,,10/4/20
132-51,Senior/Team Lead Visual Info Specialist,Masters,10,Hour,$74.81 ,GS-35F-010DA,"CREATIVE BUSINESS SOLUTIONS, INC.",S,IT Schedule 70,,,,10/4/20
132-51,Visual Information Specialist,Bachelors,5,Hour,$66.83 ,GS-35F-010DA,"CREATIVE BUSINESS SOLUTIONS, INC.",S,IT Schedule 70,,,,10/4/20
132-51,Graphic Design/Products,Bachelors,3,Hour,$54.92 ,GS-35F-010DA,"CREATIVE BUSINESS SOLUTIONS, INC.",S,IT Schedule 70,,,,10/4/20
132-51,"Web, Social Media, SharePoint Support",Bachelors,3,Hour,$54.92 ,GS-35F-010DA,"CREATIVE BUSINESS SOLUTIONS, INC.",S,IT Schedule 70,,,,10/4/20
132-51,Product Management/Support,Bachelors,5,Hour,$54.86 ,GS-35F-010DA,"CREATIVE BUSINESS SOLUTIONS, INC.",S,IT Schedule 70,,,,10/4/20
132-51,Fundamental Writing Skills,Bachelors,3,Hour,$75.61 ,GS-35F-010DA,"CREATIVE BUSINESS SOLUTIONS, INC.",S,IT Schedule 70,,,,10/4/20
132-51,IT Specialist,Bachelors,5,Hour,$98.74 ,GS-35F-010DA,"CREATIVE BUSINESS SOLUTIONS, INC.",S,IT Schedule 70,,,,10/4/20
132-51,Mid-Level Fed. Comp Security Eng.,Bachelors,5,Hour,$74.06 ,GS-35F-010DA,"CREATIVE BUSINESS SOLUTIONS, INC.",S,IT Schedule 70,,,,10/4/20
132-51,Services - Advisory/Management,Bachelors,10,Hour,$287.51 ,GS-35F-056DA,"ANALYTICAL GRAPHICS, INC.",O,IT Schedule 70,Customer,2,11/20/15,11/19/20
132-51,Systems Engineer - Senior,Bachelors,7,Hour,$221.16 ,GS-35F-056DA,"ANALYTICAL GRAPHICS, INC.",O,IT Schedule 70,Customer,2,11/20/15,11/19/20
132-51,Systems Engineer - III,Bachelors,5,Hour,$176.93 ,GS-35F-056DA,"ANALYTICAL GRAPHICS, INC.",O,IT Schedule 70,Customer,2,11/20/15,11/19/20
132-51,Systems Engineer - II,Bachelors,3,Hour,$159.23 ,GS-35F-056DA,"ANALYTICAL GRAPHICS, INC.",O,IT Schedule 70,Customer,2,11/20/15,11/19/20
132-51,Systems Engineer - I,Bachelors,1,Hour,$145.96 ,GS-35F-056DA,"ANALYTICAL GRAPHICS, INC.",O,IT Schedule 70,Customer,2,11/20/15,11/19/20
132-51,Developer II,Bachelors,5,Hour,$96.97 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,12/12/20,12/11/20
132-51,Senior Developer,Bachelors,3,Hour,$88.87 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,12/12/20,12/11/20
132-51,Mid Level Developer,Bachelors,3,Hour,$74.06 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,1,12/12/20,12/11/20
132-51,Developer II,Bachelors,5,Hour,$98.91 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,2,12/12/20,12/11/20
132-51,Senior Developer,Bachelors,3,Hour,$90.64 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,2,12/12/20,12/11/20
132-51,Mid Level Developer,Bachelors,3,Hour,$75.54 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,2,12/12/20,12/11/20
132-51,Developer II,Bachelors,5,Hour,$100.89 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,3,12/12/20,12/11/20
132-51,Senior Developer,Bachelors,3,Hour,$92.46 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,3,12/12/20,12/11/20
132-51,Mid Level Developer,Bachelors,3,Hour,$77.05 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,3,12/12/20,12/11/20
132-51,Developer II,Bachelors,5,Hour,$102.91 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,4,12/12/20,12/11/20
132-51,Senior Developer,Bachelors,3,Hour,$94.31 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,4,12/12/20,12/11/20
132-51,Mid Level Developer,Bachelors,3,Hour,$78.59 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,4,12/12/20,12/11/20
132-51,Developer II,Bachelors,5,Hour,$104.97 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,5,12/12/20,12/11/20
132-51,Senior Developer,Bachelors,3,Hour,$96.19 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,5,12/12/20,12/11/20
132-51,Mid Level Developer,Bachelors,3,Hour,$80.16 ,GS-35F-083DA,"ASHKORE TECHNICAL SOLUTIONS, LLC",S,IT Schedule 70,Customer,5,12/12/20,12/11/20
132-51,Information Technology Analyst I,Bachelors,4,Hour,$89.11 ,GS-35F-159DA,AXIOLOGIC SOLUTIONS LLC,S,IT Schedule 70,Customer,1,2/1/16,1/31/21
132-51,Migration Architect II,Bachelors,8,Hour,$164.83 ,GS-35F-159DA,AXIOLOGIC SOLUTIONS LLC,S,IT Schedule 70,Customer,1,2/1/16,1/31/21
132-51,Migration Architect III,Bachelors,12,Hour,$170.31 ,GS-35F-159DA,AXIOLOGIC SOLUTIONS LLC,S,IT Schedule 70,Customer,1,2/1/16,1/31/21
132-51,Network SME III,Bachelors,8,Hour,$152.06 ,GS-35F-159DA,AXIOLOGIC SOLUTIONS LLC,S,IT Schedule 70,Customer,1,2/1/16,1/31/21
132-51,Program Manager III,Bachelors,10,Hour,$143.17 ,GS-35F-159DA,AXIOLOGIC SOLUTIONS LLC,S,IT Schedule 70,Customer,1,2/1/16,1/31/21
132-51,Project Manager III,Bachelors,12,Hour,$132.97 ,GS-35F-159DA,AXIOLOGIC SOLUTIONS LLC,S,IT Schedule 70,Customer,1,2/1/16,1/31/21
132-51,Security Engineer I,Bachelors,5,Hour,$145.04 ,GS-35F-159DA,AXIOLOGIC SOLUTIONS LLC,S,IT Schedule 70,Customer,1,2/1/16,1/31/21
132-51,Server Architect III,Bachelors,12,Hour,$163.75 ,GS-35F-159DA,AXIOLOGIC SOLUTIONS LLC,S,IT Schedule 70,Customer,1,2/1/16,1/31/21
132-51,Storage Migration Architect II,Bachelors,8,Hour,$133.86 ,GS-35F-159DA,AXIOLOGIC SOLUTIONS LLC,S,IT Schedule 70,Customer,1,2/1/16,1/31/21
132-51,Storage SME III,Bachelors,8,Hour,$160.95 ,GS-35F-159DA,AXIOLOGIC SOLUTIONS LLC,S,IT Schedule 70,Customer,1,2/1/16,1/31/21
132-51,Systems Architect III,Bachelors,10,Hour,$141.44 ,GS-35F-159DA,AXIOLOGIC SOLUTIONS LLC,S,IT Schedule 70,Customer,1,2/1/16,1/31/21
132-51,Principal,Bachelors,15,Hour,230.81,GS-35F-211CA,"ARORA ENGINEERS, INC.",S,IT Schedule 70,Customer,1,3/11/16,3/10/21
132-51,IT Chief Engineer,Bachelors,12,Hour,191.43,GS-35F-211CA,"ARORA ENGINEERS, INC.",S,IT Schedule 70,Customer,1,3/11/16,3/10/21
132-51,Project Manager,Bachelors,6,Hour,128.3,GS-35F-211CA,"ARORA ENGINEERS, INC.",S,IT Schedule 70,Customer,1,3/11/16,3/10/21
132-51,Senior GIS Specialist,Bachelors,5,Hour,114.72,GS-35F-211CA,"ARORA ENGINEERS, INC.",S,IT Schedule 70,Customer,1,3/11/16,3/10/21
132-51,GIS Applications Specialist,Bachelors,3,Hour,76.03,GS-35F-211CA,"ARORA ENGINEERS, INC.",S,IT Schedule 70,Customer,1,3/11/16,3/10/21
132-51,GIS Technician,Bachelors,2,Hour,67.88,GS-35F-211CA,"ARORA ENGINEERS, INC.",S,IT Schedule 70,Customer,1,3/11/16,3/10/21
